0.994920591706252,0,0,0,0,0,0,0,0,0
0.00186058014470517,0.995004697933416,0,0,0,0,0,0,0,0
1.73942614629087e-06,0.00186027248296471,0.99459156912616,0,0,0,0,0,0,0
1.08411188899841e-09,1.73909962521885e-06,0.00185967007291486,0.994360389472214,0,0,0,0,0,0
5.06778904261253e-13,1.08394100147546e-09,1.73868511793085e-06,0.00185939131321226,0.994293422201688,0,0,0,0,0
1.89530682066888e-16,5.06734424658054e-13,1.08379917301354e-09,1.73862246627773e-06,0.00185950693986366,0.994484059679609,0,0,0,0
5.90572696176759e-20,1.89530162059748e-16,5.06724188240958e-13,1.08388433829605e-09,1.73893937506805e-06,0.00186007800438009,0.994904209877069,0,0,0
1.65398456788128e-23,5.90524985883216e-20,1.89510458543702e-16,5.06703042421951e-13,1.08389078908681e-09,1.7389922110641e-06,0.00185998449209197,0.994384062294321,0,0
5.13399952613634e-27,1.65397519283394e-23,5.90514488927729e-20,1.89519824972527e-16,5.06756662679189e-13,1.08405241537365e-09,1.73922682402304e-06,0.00185996804670061,0.99488661820893,0
2.23116356201414e-30,5.13394947294607e-27,1.65394046784001e-23,5.90540032674493e-20,1.89536286508699e-16,5.06816322947209e-13,1.08415998672875e-09,1.73921204850748e-06,0.00186043071716247,0.9948788547022
