0.00547901994369004,-0.00842853949995891,0,0,0,0,0,0,0,0
5.11005588997117e-06,0.00568801336336279,-0.00842889484876868,0,0,0,0,0,0,0
4.77730822255552e-09,5.30385558716646e-06,0.0058176008252392,-0.00842714937955802,0,0,0,0,0,0
2.97749729272853e-12,4.9606675266132e-09,5.42405724770499e-06,0.00595652156018718,-0.0084261726455201,0,0,0,0,0
1.39186077632991e-15,3.09258425757343e-12,5.0734732159953e-09,5.55339119158702e-06,0.00656074719536237,-0.00842588970880213,0,0,0,0
5.20543219265424e-19,1.4459605345632e-15,3.16323352499861e-12,5.19498407723517e-09,6.11731128263095e-06,0.00655613521942222,-0.00842669515214635,0,0,0
1.62199918834049e-22,5.40872006715745e-19,1.47915221228921e-15,3.2393477691493e-12,5.72296423082859e-09,6.11430454524063e-06,0.0060644465998301,-0.00842847028673062,0,0
4.54264418927382e-26,1.68529025341635e-22,5.53240101371976e-19,1.5145567393166e-15,3.56786966237734e-12,5.71857000125188e-09,5.65427494207481e-06,0.00622978636291354,-0.00842627266319351,0
1.41004538784861e-29,4.72004273131723e-26,1.72397449165073e-22,5.66532723552708e-19,1.66830341374463e-15,3.56555404358132e-12,5.28946679778114e-09,5.80989641335504e-06,0.00943255557403483,-0.00842839596193273
6.1278577727519e-33,1.46483488093934e-29,4.82837615430212e-26,1.76538340424346e-22,6.24026057166545e-19,1.66716847111049e-15,3.2979422544987e-12,5.43498705350008e-09,8.79677929909278e-06,0.00848644966898259
